,נוה יעקב - מרכז מסחרי,נוה יעקב תחתון,רמות - בריכת מים,רמות פולין,רמות - הדף היומי,מחנה פליטים שועפאת - מזרח,רמות - גן טכנולוגיה,רמות - גן העץ,סנהדריה המורחבת,קרית צאנז,סנהדריה,עזרת תורה,שיכון חב_ד,שמואל הנביא,ארזי הבירה,הר נוף - צפון מערב,גבעת שאול מערב,בית ישראל,גאולה מזרח,מקור ברוך מערב,גבעת שאול מזרח,ככר השבת,א סוואנה,זכרון משה צפון,מקור ברוך דרום,זכרון יוסף,הר נוף - דרום,הר נוף - דרום מערב,א טור,נחלת ציון,קמפוס גבעת רם,יפה נוף,עיר דוד,נחלת אחים,בית הכרם מרכז,נחלת שבעה,הרובע הנוצרי,ג'ראר בכר,שערי חסד,קרית וולפסון,הר הרצל,ממילא,הרובע היהודי,רחביה צפון,הרובע הארמני,ניות,ימין משה,ג'בל בטן אל הווא,קרית יובל-רח' אנילביץ,קרית יובל מזרח,קטמון,המושבה היוונית,ג'בל מוכבר מערב,בקעה צפון,המושבה היוונית מערב,קרית יובל-מרכז קהילתי,קרית יובל-מרכז מסחרי,קרית מנחם,עיר גנים א,קרית יובל-רח' אברהם שטרן,מקור חיים,עיר גנים ב,גונן ח,גונן ט,רמות רחל,תלפיות,תלפז - רח' אבשלום חביב,פת,תיכון סליסברג,תלפז - רח' דב גרונר,בית צפפה צפון,תלפז - רח' משה ברזני,צור באהר,גילה א - אפרסמון,נוה יעקב דרום,נוה יעקב - צפון מערב,פיקוד מרכז,אום ליסון,פסגת זאב מזרח - דרום מזרח,שועפאת - אזור תעסוקה,רמת אשכול - מרכז מסחרי,שער מנדלבאום - מלונות,שער שכם,משרד המשפטים מזרח ירושלים,גילה - בריכת מים,דיר כרמיזן,את תלפיות-רח' האומן,גונן ו' מערב,ארנונה,תלפיות - פילבוקס,תיכון אליאנס,מתחם אלנבי,קרית מוריה,המושבה הגרמנית מזרח,טיילת שרובר,מתחם הרכבת דרום,גבעת חנניה,הר ציון,סינמטק,מוזיאון רוקפלר,בית משפט מחוזי מזרח ירושלים,טלביה צפון,טלביה דרום,תיאטרון ירושלים,רחביה מרכז,בה_ס פולה בן גוריון,קרית שמואל,רחביה דרום,מלון המלך דוד,הגבעה הצרפתית דרום,מגרש הרוסים,המשביר לצרכן,המשולש,המוסדות הלאומיים,המעלות,גן העצמאות,בה'ס ניסויי,גן הורדים,מוזיאון ישראל,מוזיאון המדע,תחנה מרכזית,רמות ג',מצפה נפתוח,עמק הארזים,רמת מוצא,הר המנוחות,השוק הסיטונאי,חניון תפעולי - עיריית ירושלים,מעלה רומאים,קרית משה,עין כרם - בהס חקלאי,רכס לבן מערב,רכס לבן מרכז,קרית יובל-רח' ברזיל,בה_ח שערי צדק,בית וגן - רח' עוזיאל צפון,יער גילה,גילה א - שבתאי הנגבי,גילה - רחוב שמיר,גן החיות התנכי,גבעת מרדכי,עמק הצבאים,רמות - מינהל קהילתי,יער רמות - מערב,רמות - מוסדות,מחנה שנלר,מקור ברוך צפון,תחנת רכבת,שוק מחנה יהודה,מרכז כלל,עמק ליפתא,הרובע המוסלמי,ימק_א,עין כרם,רמת שרת - חרדים,הכפר השוודי,נוה יעקב - צפון,מחסום חיזמא,פסגת זאב מרכז - דרום,אל ג'יזה,ואדי ג'וז - משרד הפנים,שיח ג'ראח - קרית הממשלה,רמות - סולם יעקב,רמות - מרכז מסחרי,סיבוב מוצא,ליפתא,מחניים,בצלאל - ארכיטקטורה,מורדות בית וגן,בית וגן - רח' עוזיאל דרום,הר חרת מערב,בית זית,בקעה מזרח,בקעה,ג'ולאני,א סהל,רמות - משעולים מערב,רמות - משעולים מזרח,מוסררה צפון,מוסררה,זכרון משה דרום,זכרון משה מרכז,שטראוס מרפאות,בי''ח ביקור חולים,כורש,בית אגרון,גימנסיה רחביה,קרית בעלז,רב שפע,מלונות שדרות הרצל,בית הכרם צפון,גבעת רם - מטע_מ,גבעת רם - מעונות,מכללות - מורדות בית וגן,תלפיות - גשר,פי גלילות,רמת שרת,עטרות מזרח,א_ת עטרות,עטרות דרום,בית חנינא החדשה,נוה יעקב - מוסדות חינוך,פסגת זאב צפון - דרום מזרח,פסגת זאב צפון - צפון מזרח,פסגת זאב צפון - צפון מערב,פסגת זאב צפון - דרום,אל קינדי,אל הילאל,טאה חוסיין,בית חנינא דרום,בית חנינא צפון,אל פאראבי,אל מאמון,ארמון המלך,בדר,פסגת זאב - קניון,פסגת זאב מערב,מחנה פליטים שועפאת - מערב,חברת חשמל מזרח,צמרת הבירה,הגבעה הצרפתית,חנה וסע נחל צופים,גבעת המיבתר,מעונות / מרכז ספורט,הדסה הר הצופים,כפר הסטודנטים,מלון היאט,אוגוסטה ויקטוריה,קמפוס הר הצופים,פסגת זאב מזרח - בני עקיבא,פסגת זאב מזרח - פארק,מעלות דפנה מערב,מעלות דפנה מזרח,חנה וסע גבעת התחמושת,גבעת התחמושת,שיח ג'ראח - מרכזי בריאות,ואדי ג'וז צפון,ואדי ג'וז דרום,כרם אברהם צפון,כרם אברהם,רוממה עלית,רוממה - רח' פתח תקווה,תנובה,רוממה צפון,רוממה - משרד הבריאות,ישיבת רוז'ין,הטלוויזיה הישראלית,רוממה דרום,רמות - קויפמן,רמות - בנה ביתך,שיכוני 700,נוה יעקב - דרום מערב,בה''ס סנט ג'ורג',משולש שער שכם,מאה שערים מערב,מאה שערים מזרח,גוש 50,מכללת הדסה,רשות השידור,שוקניון,משרד ראש הממשלה החדש,בנייני האומה,קרית בן גוריון,קרית הממשלה משרד החוץ,מלון פאלאס,מנזר סנט רוזרי,המושבה הגרמנית דרום,המושבה הגרמנית צפון,קטמון מזרח,קטמון צפון,הפלמח - מרכז מסחרי,שיכון רסקו צפון,שיכון רסקו דרום,גבעת הורדים,גבעת אורנים,גוננים - סן סימון,גוננים - הורקניה,גונן ה,בקעה דרום מערב,בקעה דרום מזרח,את תלפיות-קניון האחים ישראל,את תלפיות-קניון הדר,גונן ג,"גונן ב, ד",את תלפיות-רח' החרושת,את תלפיות-רח' הסדנא,תלפיות - שיכונים,תלפיות - בתי ספר,גבעת שאול - בית יתומים,כפר שאול,הר נוף,גבעת שאול - למס_,גבעת שאול - משרד החינוך,גבעת שאול - מרכז ספיר,גבעת שאול - בית המשפט,מאפיית אנג'ל,בית הכרם - רח' המייסדים,בית הכרם - שכונת הפועלים,רמת בית הכרם,בית הכרם - בהס זיו_,בית וגן - רח' הפסגה,בית וגן - מכונים,רמת דניה,מלחה מזרח,מלחה מערב,גילה - מרכז,גילה - דרום,גילה ג,גילה - גבעת קנדה,רמת רחל צפון,ג'בל מוכבר מזרח,נוף ציון,המושבה האמריקאית,באב א זהרה,משכן המלאכה,אוהל משה,ביסאן,שיכוני נוסייבה,רמת שלמה - הרחבה,אחמד שאוקי,יער רמות - דרום,יער רמות - צפון,מחלף 4/9,הר חוצבים א,הר חוצבים ד,הר חוצבים,Unnamed: 327,כפר עקב מרכז,תל עדסה מזרח,קרית קמיניץ - עליון,קרית קמיניץ - תחתון,פסגת זאב מזרח - צפון,פסגת זאב מזרח - בה_ס תל_י,פסגת זאב מזרח - מזרח,פסגת זאב מזרח,רמת שלמה - צפון,רמת שלמה - דרום מערב,עיסאוויה מזרח,דהרה,ח'רובה,עיסאוויה דרום,שכונת הבוכרים צפון,שכונת הבוכרים,רמת אשכול - מערב,רמת אשכול - צפון,גבעת שאול - ישיבת נזר התורה,גבעת שאול צפון,בית פאג'י,ואדי עבדאללה,סילוואן דרום,סילוואן מזרח,ואדי קדום,ראס אל עמוד,מורדות אבו תור,אבו תור,צומת אורה,רכס לבן מזרח,מורדות גילה דרום,גילה ד,מלחה - הגן הטכנולוגי,קניון מלחה,א שייח',שבע הקשתות,בה_ס בויאר,גבעת האנטנות,רמת שרת מערב,מורדות בית וגן מערב,קרית נוער,גילה - בה_ס הרא_ה,חניון הלאום,מתחם משרד החוץ,חניון הר הרצל,קרית יובל-רח' שמריהו לוין,חנה וסע שועפאת,א שאבי,פסגת זאב מרכז,רמת שלמה - פסגה,רמת שלמה - דרום מזרח,מתחם הרכבת צפון,גבעת התנך,קרית מטרסדוף,גינות נביאים,חבשים,הולילנד דרום,הולילנד צפון,מגרסה,מחצבה,כפר עקב מערב,מתחם הכניסהלעיר דרום מערב,קירוי כביש 4,דיר טנטור,מנטאר,שכונת עטרות ט',שכונת עטרות ח',שכונת עטרות ה',שכונת עטרות ו',שכונת עטרות ד',שכונת עטרות א',שכונת עטרות ב',עטרות הישנה,שכונת עטרות י',שכונת עטרות ג',קלנדיה צפון,קלנדיה הכפר,שכונת עטרות ז',גונן ו' מזרח,גונן א,שיח ג'ראח,שמעון הצדיק,צלעה,תלפז_רח' רב החובל,תלפז_רח' גרשון אבנר,תל עדסה מערב,שיכוני נוסייבה מערב,פסגת זאב דרום,גבעת משואה מזרח,גבעת משואה מערב,מורדות גבעת משואה צפון,פסגת זאב מרכז - מזרח,פסגת זאב מרכב - רחוב שחק,רחוב קוסטה ריקה,עיר גנים ג,מלחה - אצטדיון טדי,שרפאת,מלחה - תחנת הרכבת,בית צפפה צפון מערב,בית צפפה מערב,גילה ב,מורדות גילה מערב,גילה - המחנכת,עבידייה,פסגת זאב מרכז - פארק,פסגת זאב מרכז - סיירת גולני,מלחה - מע_ר דרום מערב מגורים,מלחה - מע_ר דרום מערב עסקים,מסוף אגד תלפיות,בית צפפה מזרח,הר חומה ג',הר חומה ב',הר חומה דרום,הר חומה א' מרכז,הר חומה א' צפון,קיבוץ רמת רחל,אמת המים התחתונה,מנזר מר אליאס,הר חומה ה' דרום,גבעת המטוס,בית צפפה מרכז,בית צפפה דרום,הר חומה ה' צפון,בית צפפה מרכז דרום,רמת שלמה - דרום מזרח.1,הדסה מגורים שלב ב,הדסה בית חולים,הדסה תעסוקה מרכז תחבורה,הדסה הרחבת בה_ח,הדסה מגורים מזרח,הדסה מגורים מערב,הדסה מגורים מרכז,אום טובה,זעקוקה
נוה יעקב - מרכז מסחרי,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8705.869155532917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
נוה יעקב תחתון,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8341.659418852409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
רמות - בריכת מים,0.0,0.0,0.0,227.12491636441374,0.0,0.0,62.62781625349184,2065.7380447700907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32857628.5135316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
רמות פולין,0.0,0.0,440.6922607114277,0.0,0.0,0.0,12442.768556571675,35777.51992279574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.1646324539028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
