K,theta,lane,improvement_pct
500,-0.5,ג׳ורג׳ אדם סמית׳ - לח״י‎‎,0.15195556440729222
500,-0.5,הרצל‎,1.761509113172953
500,-0.5,בן זכאי-יהודה הנשיא,0.8268939724947505
500,-0.5,רחל אמנו-חזקיהו המלך-דוסטאי,0.2949468286869577
500,-0.5,בר לב,4.132877750663386
500,-0.5,צבי יהודה,0.4258908094154727
500,-0.5,הברון הירש-אליעזר הלוי,0.127884568350131
500,-0.5,אלעזר המודעי-כובשי קטמון,0.5308816775079683
500,-0.5,הפלמ״ח,0.2746554026064625
500,-0.5,בזק-בייט,0.8501538734670355
500,-0.5,ירמיהו-בר אילן-לוי אשכול,3.570899835348309
500,-0.5,גולדה-שמואל הנביא,1.0806173760514854
500,-0.5,שטראוס-יחזקאל,0.0
500,-0.5,בגין (גבעת רם),0.7360227520953608
500,-0.5,גולומב,0.17415773133308096
500,-0.5,קוליץ,0.04034872840450851
500,-0.5,פייר קניג,0.623649085515725
500,-0.5,שמגר-אוהל יהושוע-שפע חיים,1.1921101539606755
500,-0.5,בצלאל-רבין,0.0
500,-1.0,האר״י-מטודלה,0.27834451037330327
500,-1.0,אגרון-רמב״ן‎,1.11513146182418
500,-1.0,קרן היסוד-קינג ג׳ורג׳,0.0
500,-1.0,דרך חברון,0.0
500,-1.0,ז׳בוטינסקי,0.40219330492308614
500,-1.0,ג׳ורג׳ אדם סמית׳ - לח״י‎‎,0.2621146084993183
500,-1.0,הרצל‎,3.07433131774354
500,-1.0,בן זכאי-יהודה הנשיא,1.3703822205784713
500,-1.0,רחל אמנו-חזקיהו המלך-דוסטאי,0.4844762368743399
500,-1.0,בר לב,6.397901934542521
500,-1.0,צבי יהודה,0.8106838161420242
500,-1.0,הברון הירש-אליעזר הלוי,0.2564439245650933
500,-1.0,אלעזר המודעי-כובשי קטמון,0.9016322674518245
500,-1.0,הפלמ״ח,0.46427275907183474
500,-1.0,בזק-בייט,1.3740616022955046
500,-1.0,ירמיהו-בר אילן-לוי אשכול,5.77166712889278
500,-1.0,גולדה-שמואל הנביא,1.7706648364816318
500,-1.0,שטראוס-יחזקאל,0.0
500,-1.0,בגין (גבעת רם),1.2130995895662815
500,-1.0,גולומב,0.27460311131184595
500,-1.0,קוליץ,0.06515419881999601
500,-1.0,פייר קניג,0.9946583879393102
500,-1.0,שמגר-אוהל יהושוע-שפע חיים,2.1510860643577647
500,-1.0,בצלאל-רבין,0.0
500,-1.5,האר״י-מטודלה,0.061382287697445824
500,-1.5,אגרון-רמב״ן‎,0.2656763718113204
500,-1.5,קרן היסוד-קינג ג׳ורג׳,0.0
500,-1.5,דרך חברון,0.0
500,-1.5,ז׳בוטינסקי,0.09353974811169925
500,-1.5,ג׳ורג׳ אדם סמית׳ - לח״י‎‎,0.056361106947073525
500,-1.5,הרצל‎,0.6766864019332435
500,-1.5,בן זכאי-יהודה הנשיא,0.2891113277000733
500,-1.5,רחל אמנו-חזקיהו המלך-דוסטאי,0.10395621930457584
500,-1.5,בר לב,1.2304605985467405
500,-1.5,צבי יהודה,0.20189277385158855
500,-1.5,הברון הירש-אליעזר הלוי,0.06947956179635033
500,-1.5,אלעזר המודעי-כובשי קטמון,0.1951280838013047
500,-1.5,הפלמ״ח,0.10064968122755823
500,-1.5,בזק-בייט,0.2738543809250931
500,-1.5,ירמיהו-בר אילן-לוי אשכול,1.1686733754169152
500,-1.5,גולדה-שמואל הנביא,0.3587298041778245
500,-1.5,שטראוס-יחזקאל,0.0
500,-1.5,בגין (גבעת רם),0.2497267650798077
500,-1.5,גולומב,0.05403300737934466
500,-1.5,קוליץ,0.013248652823190382
500,-1.5,פייר קניג,0.2056895169627911
500,-1.5,שמגר-אוהל יהושוע-שפע חיים,0.504124877966453
500,-1.5,בצלאל-רבין,0.0
500,-2.0,האר״י-מטודלה,0.000886935956784615
500,-2.0,אגרון-רמב״ן‎,0.0041723608469739935
500,-2.0,קרן היסוד-קינג ג׳ורג׳,0.0
500,-2.0,דרך חברון,0.0
500,-2.0,ז׳בוטינסקי,0.001447296277930418
500,-2.0,ג׳ורג׳ אדם סמית׳ - לח״י‎‎,0.0007406429167104786
500,-2.0,הרצל‎,0.009210386512450958
500,-2.0,בן זכאי-יהודה הנשיא,0.003856262543896659
500,-2.0,רחל אמנו-חזקיהו המלך-דוסטאי,0.0014709011497663817
500,-2.0,בר לב,0.014394036679128978
500,-2.0,צבי יהודה,0.0032310680527498806
500,-2.0,הברון הירש-אליעזר הלוי,0.00126970822173775
500,-2.0,אלעזר המודעי-כובשי קטמון,0.002667528175229667
500,-2.0,הפלמ״ח,0.0013841425313011308
500,-2.0,בזק-בייט,0.0032997706733281984
500,-2.0,ירמיהו-בר אילן-לוי אשכול,0.014546827679554343
500,-2.0,גולדה-שמואל הנביא,0.004420746781059246
500,-2.0,שטראוס-יחזקאל,0.0
500,-2.0,בגין (גבעת רם),0.0031509251218704987
500,-2.0,גולומב,0.0006515730646682266
500,-2.0,קוליץ,0.00016718273741528136
500,-2.0,פייר קניג,0.0027475936333390713
500,-2.0,שמגר-אוהל יהושוע-שפע חיים,0.007485242111849565
500,-2.0,בצלאל-רבין,0.0
500,-3.0,האר״י-מטודלה,1.914796116933717e-07
500,-3.0,אגרון-רמב״ן‎,7.246044219899416e-07
500,-3.0,קרן היסוד-קינג ג׳ורג׳,0.0
500,-3.0,דרך חברון,0.0
500,-3.0,ז׳בוטינסקי,2.875264776579253e-07
500,-3.0,ג׳ורג׳ אדם סמית׳ - לח״י‎‎,7.350305746699768e-08
500,-3.0,הרצל‎,1.0138632343018031e-06
500,-3.0,בן זכאי-יהודה הנשיא,4.532405600048246e-07
500,-3.0,רחל אמנו-חזקיהו המלך-דוסטאי,2.2993357690026028e-07
500,-3.0,בר לב,1.1082333870866872e-06
500,-3.0,צבי יהודה,5.363582507829454e-07
500,-3.0,הברון הירש-אליעזר הלוי,3.228852042374207e-07
500,-3.0,אלעזר המודעי-כובשי קטמון,3.240335414937552e-07
500,-3.0,הפלמ״ח,1.714828398678145e-07
500,-3.0,בזק-בייט,2.697474319246458e-07
500,-3.0,ירמיהו-בר אילן-לוי אשכול,1.319393883316723e-06
500,-3.0,גולדה-שמואל הנביא,3.8436353924208446e-07
500,-3.0,שטראוס-יחזקאל,0.0
500,-3.0,בגין (גבעת רם),2.919216412485319e-07
500,-3.0,גולומב,5.472406081364679e-08
500,-3.0,קוליץ,1.6094226159009565e-08
500,-3.0,פייר קניג,3.3279086273113407e-07
500,-3.0,שמגר-אוהל יהושוע-שפע חיים,9.999588205298772e-07
500,-3.0,בצלאל-רבין,0.0
